fecha,inac_novillo_pie,inac_novillo_4ta,inac_vaca_pie,inac_vaca_4ta,inac_vaquillona_pie,inac_vaquillona_4ta,pr_terneros_usd_kg,pr_terneras_usd_kg,pr_terneros_as_usd_kg,pr_novillos_1_2_usd_kg,pr_novillos_2_3_usd_kg,pr_novillos_3mas_usd_kg,pr_vaquillonas_1_2_usd_kg,pr_vaquillonas_2mas_usd_kg,pr_vacas_invernada_usd_kg,pr_piezas_cria_usd_cab,pr_vientres_entorados_usd_cab,pr_vientres_prenados_usd_cab,novillo_tipo_usd_cab,rhe_novillo,rhe_vaca,usd_uyu
1998-11,0.86,,0.742,,,,,,,,,,,,,,,,,,,
1998-12,0.805,,0.689,,,,,,,,,,,,,,,,,,,
1999-01,0.817,,0.691,,0.753,,,,,,,,,,,,,,,,,
1999-02,0.781,,0.625,,0.709,,,,,,,,,,,,,,,,,
1999-03,0.754,,0.603,,0.686,,,,,,,,,,,,,,,,,
1999-04,0.752,,0.604,,0.687,,,,,,,,,,,,,,,,,
1999-05,0.752,,0.6,,0.695,,,,,,,,,,,,,,,,,
1999-06,0.738,,0.588,,0.691,,,,,,,,,,,,,,,,,
1999-07,0.759,,0.584,,0.698,,,,,,,,,,,,,,,,,
1999-08,0.802,,0.625,,0.715,,,,,,,,,,,,,,,,,
1999-09,0.768,,0.622,,0.695,,,,,,,,,,,,,,,,,
1999-10,0.738,,0.617,,0.673,,,,,,,,,,,,,,,,,
1999-11,0.711,,0.596,,0.65,,,,,,,,,,,,,,,,,
1999-12,0.685,,0.579,,0.646,,,,,,,,,,,,,,,,,
2000-01,0.698,,0.589,,0.654,,,,,,,,,,,,,,,,,
2000-02,0.726,,0.597,,0.659,,,,,,,,,,,,,,,,,
2000-03,0.769,,0.623,,0.678,,,,,,,,,,,,,,,,,
2000-04,0.804,,0.64,,0.708,,,,,,,,,,,,,,,,,
2000-05,0.859,,0.684,,0.754,,,,,,,,,,,,,,,,,
2000-06,0.817,,0.659,,0.726,,,,,,,,,,,,,,,,,
2000-07,0.803,,0.653,,0.728,,,,,,,,,,,,,,,,,
2000-08,0.84,,0.685,,0.737,,,,,,,,,,,,,,,,,
2000-09,0.876,,0.717,,0.765,,,,,,,,,,,,,,,,,
2000-10,0.874,,0.728,,0.762,,,,,,,,,,,,,,,,,
2000-11,0.759,,0.634,,0.688,,,,,,,,,,,,,,,,,
2000-12,0.705,,0.596,,0.642,,,,,,,,,,,,,,,,,
2001-01,0.761,,0.643,,0.687,,,,,,,,,,,,,,,,,
2001-02,0.768,,0.65,,0.695,,,,,,,,,,,,,,,,,
2001-03,0.773,,0.65,,0.692,,,,,,,,,,,,,,,,,
2001-04,0.754,,0.632,,0.675,,,,,,,,,,,,,,,,,
2001-05,0.685,,0.551,,0.622,,,,,,,,,,,,,,,,,
2001-06,0.66,,0.532,,0.597,,,,,,,,,,,,,,,,,
2001-07,0.652,,0.523,,0.604,,0.81,0.68,0.7,0.7,0.63,0.58,0.67,0.63,0.48,144.0,203.0,225.0,,,,
2001-08,0.627,,0.516,,0.58,,0.75,0.68,0.65,0.65,0.57,0.55,0.63,0.58,0.44,120.0,188.0,216.0,,,,
2001-09,0.602,,0.511,,0.558,,,,,,,,,,,,,,,,,
2001-10,0.607,,0.518,,0.56,,,,,,,,,,,,,,,,,13.95
2001-11,0.594,,0.511,,0.554,,0.81,0.69,0.74,0.68,0.6,0.57,0.65,0.6,0.47,134.0,195.0,223.0,,,,13.9905
2001-12,0.568,,0.475,,0.525,,0.72,0.62,0.71,0.59,0.58,0.54,0.54,0.56,0.42,117.0,167.0,186.0,,,,14.1
2002-01,0.552,,0.458,,0.51,,,,,,,,,,,,,,,,,14.4625
2002-02,0.562,,0.465,,0.512,,,,,,,,,,,,,,,,,14.6861
2002-03,0.564,,0.463,,0.509,,0.78,0.71,0.65,0.68,0.61,0.55,0.61,0.57,0.44,128.0,185.0,204.0,,,,15.1844
2002-04,0.551,,0.45,,0.498,,0.73,0.64,0.65,0.61,0.53,0.49,0.6,0.57,0.42,115.0,163.0,197.0,,,,16.2286
2002-05,0.529,,0.436,,0.475,,0.67,0.58,0.59,0.59,0.52,0.48,0.57,0.46,0.4,113.0,163.0,192.0,,,,16.8818
2002-06,0.534,,0.44,,0.474,,,,,,,,,,,,,,,,,17.7079
2002-07,0.553,,0.451,,0.485,,0.69,0.6,0.57,0.61,0.54,0.5,0.54,0.45,0.39,98.0,151.0,185.0,,,,22.3775
2002-08,0.572,,0.469,,0.513,,,,,,,,,,,,,,,,,26.4539
2002-09,0.598,,0.496,,0.529,,0.72,0.56,0.55,0.62,0.53,0.51,0.53,0.49,0.41,90.0,134.0,168.0,,,,28.7798
2002-10,0.601,,0.505,,0.531,,,,,,,,,,,,,,,,,26.9076
2002-11,0.597,,0.502,,0.533,,0.71,0.56,0.59,0.61,0.54,0.52,0.51,0.49,0.43,108.0,148.0,163.0,,,,27.0893
2002-12,0.576,,0.486,,0.518,,0.7,0.56,0.6,0.69,0.56,0.48,0.55,0.48,0.41,109.0,160.0,189.0,,,,27.1012
2003-01,0.58,1.086,0.488,0.982,0.522,1.009,,,,,,,,,,,,,,,,27.8869
2003-02,0.577,1.079,0.486,0.976,0.523,1.015,0.75,0.59,0.63,0.69,0.59,0.54,0.56,0.49,0.43,111.0,167.0,194.0,,,,28.3688
2003-03,0.6,1.116,0.506,1.02,0.547,1.053,,,,,,,,,,,,,,,,28.6382
2003-04,0.572,1.072,0.482,0.975,0.522,1.012,0.8,0.7,0.6,0.68,0.62,0.58,0.63,0.52,0.45,124.0,190.0,228.0,,,,28.7809
2003-05,0.56,1.062,0.466,0.953,0.511,1.006,0.75,0.63,0.64,0.66,0.61,0.53,0.61,0.55,0.45,122.0,172.0,214.0,,,,29.1286
2003-06,0.607,1.131,0.505,1.019,0.551,1.056,0.8,0.67,0.65,0.67,0.63,0.58,0.59,0.55,0.49,117.0,181.0,219.0,,,,26.775
2003-07,0.675,1.237,0.567,1.125,0.621,1.186,,,,,,,,,,,,,,,,27.0568
2003-08,0.801,1.458,0.669,1.325,0.736,1.389,0.88,0.77,0.84,0.79,0.74,0.75,0.7,0.61,0.6,148.0,191.0,237.0,,,,27.9075
2003-09,0.869,1.582,0.736,1.449,0.799,1.511,,,,,,,,,,,,,,,,27.8659
2003-10,0.925,1.687,0.786,1.552,0.853,1.636,0.89,0.81,0.77,0.79,0.74,0.76,0.72,0.67,0.62,130.0,160.0,221.0,,,,28.2576
2003-11,0.85,1.571,0.736,1.463,0.788,1.521,0.85,0.74,0.72,0.77,0.76,0.73,0.66,0.61,0.6,135.0,1497.0,212.0,,,,28.77
2003-12,0.831,1.547,0.719,1.432,0.772,1.487,0.91,0.78,0.8,0.82,0.78,0.73,0.74,0.69,0.64,140.0,227.0,244.0,,,,29.1318
2004-01,0.804,1.506,0.692,1.39,0.754,1.449,,,,,,,,,,,,,,,,29.3575
2004-02,0.804,1.506,0.682,1.377,0.745,1.43,0.95,0.83,0.79,0.69,0.82,0.73,0.78,0.66,0.63,145.0,220.0,241.0,,,,29.425
2004-03,0.802,1.51,0.679,1.385,0.751,1.444,0.88,0.75,0.76,0.79,0.76,0.72,0.7,0.59,0.57,126.0,194.0,231.0,,,,29.5424
2004-04,0.793,1.5,0.671,1.377,0.736,1.425,,,,,,,,,,,,,,,,29.525
2004-05,0.821,1.544,0.691,1.417,0.761,1.474,0.88,0.71,0.78,0.78,0.74,0.72,0.67,0.65,0.58,120.0,193.0,225.0,,,,29.6408
2004-06,0.843,1.588,0.701,1.435,0.782,1.503,0.9,0.79,0.81,0.87,0.85,0.83,0.76,0.69,0.62,129.0,205.0,234.0,,,,29.6048
2004-07,0.909,1.639,0.765,1.512,0.808,1.541,,,,,,,,,,,,,,,,29.3798
2004-08,0.95,1.717,0.791,1.548,0.852,1.604,1.0,0.83,0.83,0.91,0.83,0.8,0.77,0.71,0.66,138.0,231.0,259.0,,,,28.865
2004-09,0.938,1.698,0.799,1.55,0.852,1.593,1.02,0.82,0.77,0.89,0.84,0.82,0.76,0.72,0.68,148.0,232.0,255.0,,,,27.8048
2004-10,0.921,1.679,0.791,1.548,0.851,1.606,,,,,,,,,,,,,,,,26.9875
2004-11,0.912,1.675,0.779,1.536,0.833,1.576,,,,,,,,,,,,,,,,26.4643
2004-12,0.877,1.636,0.753,1.5,0.806,1.544,1.04,0.79,0.79,0.9,0.82,0.8,0.74,0.7,0.68,147.0,230.0,245.0,,,,26.4257
2005-01,0.849,1.601,0.728,1.472,0.781,1.518,,,,,,,,,,,,,,1.6250806386019576,0.9677400318588264,25.58
2005-02,0.85,1.598,0.725,1.466,0.792,1.513,1.05,0.89,0.89,0.9,0.84,0.83,0.79,0.74,0.68,154.0,224.0,248.0,,1.6012699940283226,0.9782949469004196,24.9083
2005-03,0.87,1.626,0.741,1.501,0.802,1.541,,,,,,,,,,,,,,1.6372948546921176,0.9946079197410538,25.5
2005-04,0.861,1.606,0.73,1.478,0.783,1.51,0.98,0.78,0.8,0.87,0.82,0.79,0.68,0.64,0.63,142.0,201.0,258.0,,1.633869073296398,0.9597057083026465,25.1875
2005-05,0.871,1.619,0.737,1.493,0.773,1.504,0.93,0.73,0.78,0.83,0.8,0.77,0.62,0.61,0.62,138.0,208.0,257.0,,1.6211436488881474,0.9535216457263824,24.4857
2005-06,0.906,1.669,0.761,1.527,0.81,1.544,,,,,,,,,,,,,,1.668174588508335,0.9955318694238058,24.1818
2005-07,0.941,1.713,0.794,1.567,0.836,1.582,1.02,0.81,0.82,0.87,0.83,0.84,0.72,0.67,0.67,151.0,222.0,250.0,,1.714565168527006,1.022825309084868,24.6125
2005-08,0.948,1.718,0.807,1.582,0.85,1.599,1.06,0.84,0.95,0.95,0.9,0.84,0.76,0.74,0.69,153.0,202.0,275.0,,1.7316664439914575,1.02506789173115,24.3523
2005-09,0.949,1.719,0.81,1.578,0.856,1.599,1.04,0.81,0.81,0.95,0.86,0.82,0.74,0.69,0.67,139.0,206.0,256.0,,1.7388551519936124,0.9622332693342,24.1002
2005-10,0.941,1.705,0.814,1.582,0.852,1.598,,,,,,,,,,,,,,1.726614437433798,0.9790346976248592,23.6425
2005-11,0.923,1.696,0.794,1.563,0.841,1.583,0.98,0.72,0.8,0.87,0.82,0.8,0.66,0.65,0.67,136.0,207.0,248.0,,1.714561145537785,0.9451723482104596,23.5524
2005-12,0.888,1.654,0.757,1.516,0.799,1.538,0.91,0.68,0.77,0.85,0.81,0.81,0.63,0.6,0.63,140.0,216.0,220.0,,1.682640310898856,0.9220083635751632,23.6523
2006-01,0.886,1.654,0.743,1.502,0.793,1.536,,,,,,,,,,,,,,1.6658934899347524,0.9471007030435856,24.2262
2006-02,0.923,1.707,0.781,1.556,0.826,1.582,1.02,0.78,0.86,0.9,0.85,0.84,0.72,0.7,0.67,157.0,216.0,237.0,,1.7062048610546774,0.9802377942027376,24.275
2006-03,0.916,1.708,0.773,1.556,0.825,1.592,1.02,0.74,0.82,0.86,0.84,0.81,0.68,0.66,0.65,152.0,190.0,255.0,,1.72625936933648,0.91420126777853,24.3196
